,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
7,CU,2024-10-03,77.5,2.08,5.63,"Quintana, Jose",642715,500779,,ball,,,,,14,"Willy Adames strikes out swinging, catcher Francisco Alvarez to first baseman Pete Alonso.",F,R,L,MIL,NYM,B,,,1,2,2024,-0.62,-0.76,0.37,-0.58,,,,1,6,Bot,,,,,,,-2.523158884540583,-112.81591272427708,-4.896306700257395,-4.774387454691535,22.627021009769532,-37.88055495649656,3.42,1.63,,,,77.8,2237,6.7,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.8,,,,,,,,43,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,309,0.0,0.027,,,,-0.027,,0,0,0.541,0.541,35,28,35,29,3,2,5,1,6,,4.59,-0.62,0.62,42.7
8,SI,2024-10-03,90.0,2.3,5.53,"Quintana, Jose",642715,500779,,ball,,,,,14,"Willy Adames strikes out swinging, catcher Francisco Alvarez to first baseman Pete Alonso.",F,R,L,MIL,NYM,B,,,0,2,2024,1.31,0.81,2.45,2.3,,,,1,6,Bot,,,,,,,-2.424360699448457,-130.90851424206332,-3.673008725539094,15.4911434878274,32.04449350647117,-22.320850539403416,3.36,1.69,,,,89.7,2065,6.5,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.02,,,,,,,,43,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,149,0.0,0.013,,,,-0.013,,0,0,0.541,0.541,35,28,35,29,3,2,5,1,6,,2.04,1.31,-1.31,38.7
9,CH,2024-10-03,85.7,2.13,5.59,"Quintana, Jose",642715,500779,,foul,,,,,14,"Willy Adames strikes out swinging, catcher Francisco Alvarez to first baseman Pete Alonso.",F,R,L,MIL,NYM,S,,,0,1,2024,1.12,0.29,0.05,1.46,,,,1,6,Bot,,,,,,,-7.214049688519801,-124.54172287310143,-4.03997291260601,13.106392868593495,26.425714831622443,-28.514531966235555,3.43,1.7,,,,86.1,1467,6.7,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.77,,,,,,,,43,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,122,0.0,-0.036,84.4,9.1,,0.036,,0,0,0.541,0.541,35,28,35,29,3,2,5,1,6,,2.84,1.12,-1.12,41.5
10,CH,2024-10-03,85.0,2.26,5.65,"Quintana, Jose",642715,500779,,swinging_strike,,,,,9,"Willy Adames strikes out swinging, catcher Francisco Alvarez to first baseman Pete Alonso.",F,R,L,MIL,NYM,S,,,0,0,2024,1.16,0.64,0.81,1.81,,,,1,6,Bot,,,,,,,-5.69750560582084,-123.56614611956996,-3.9221252276653944,12.994255007679229,25.15446174153487,-25.081648870995547,3.43,1.7,,,,84.8,1285,6.2,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.27,,,,,,,,43,1,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,122,0.0,-0.023,71.8,9.0,,0.023,,0,0,0.541,0.541,35,28,35,29,3,2,5,1,6,,2.53,1.16,-1.16,41.9
11,CU,2024-10-03,77.9,2.19,5.71,"Quintana, Jose",661388,500779,field_out,hit_into_play,,,,,5,William Contreras flies out sharply to center fielder Tyrone Taylor.,F,R,L,MIL,NYM,X,8,fly_ball,3,2,2024,-0.72,-0.61,0.19,2.28,,,,0,6,Bot,167.19,84.89,,,,,-2.988088364640756,-113.45076780389188,0.6874908514261351,-5.66239082760984,21.48548730050833,-37.805626699299246,3.49,1.66,301,100.1,45,78.2,2263,6.6,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.94,0.043,0.073,0.0,1,0,0,3,42,6,Curveball,0,0,0,0,0,0,0,0,Standard,Strategic,308,-0.033,-0.299,79.5,7.4,0.135,0.299,100.1,0,0,0.574,0.574,35,26,35,27,3,2,5,1,6,,4.37,-0.72,0.72,44.5
12,CH,2024-10-03,85.9,2.2,5.72,"Quintana, Jose",661388,500779,,ball,,,,,14,William Contreras flies out sharply to center fielder Tyrone Taylor.,F,R,L,MIL,NYM,B,,,2,2,2024,1.01,0.82,0.63,1.26,,,,0,6,Bot,,,,,,,-5.726195965693921,-124.84548711994444,-5.952183923908439,11.6850461927642,24.627305934657674,-22.577859129243112,3.54,1.71,,,,85.7,1327,6.2,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.31,,,,,,,,42,5,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,121,0.0,0.096,,,,-0.096,,0,0,0.574,0.574,35,26,35,27,3,2,5,1,6,,2.27,1.01,-1.01,41.7
13,CU,2024-10-03,78.0,2.1,5.64,"Quintana, Jose",661388,500779,,foul_tip,,,,,14,William Contreras flies out sharply to center fielder Tyrone Taylor.,F,R,L,MIL,NYM,S,,,2,1,2024,-0.62,-0.72,0.17,1.11,,,,0,6,Bot,,,,,,,-3.02558065253503,-113.6038203648278,-1.5572383025658718,-4.822751967503147,20.574865493680772,-38.35638253004834,3.49,1.66,,,,78.4,2261,6.5,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.98,,,,,,,,42,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,304,0.0,-0.062,72.7,8.8,,0.062,,0,0,0.574,0.574,35,26,35,27,3,2,5,1,6,,4.46,-0.62,0.62,41.5
14,CH,2024-10-03,86.3,2.27,5.6,"Quintana, Jose",661388,500779,,ball,,,,,14,William Contreras flies out sharply to center fielder Tyrone Taylor.,F,R,L,MIL,NYM,B,,,1,1,2024,1.05,0.57,0.09,0.39,,,,0,6,Bot,,,,,,,-7.299024938061186,-125.32069654995122,-7.327786482666086,12.53712344158005,24.589024422143964,-24.892123420323756,3.48,1.71,,,,86.2,1295,6.3,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.23,,,,,,,,42,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,125,0.0,0.048,,,,-0.048,,0,0,0.574,0.574,35,26,35,27,3,2,5,1,6,,2.5,1.05,-1.05,39.5
15,FF,2024-10-03,89.5,2.16,5.67,"Quintana, Jose",661388,500779,,ball,,,,,12,William Contreras flies out sharply to center fielder Tyrone Taylor.,F,R,L,MIL,NYM,B,,,0,1,2024,0.48,1.26,1.48,4.02,,,,0,6,Bot,,,,,,,-2.7085418010532885,-130.36518780646887,-0.715715478873507,6.090606225160432,29.04931007710621,-17.926790986921514,3.48,1.65,,,,89.8,2085,6.6,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.93,,,,,,,,42,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,143,0.0,0.023,,,,-0.023,,0,0,0.574,0.574,35,26,35,27,3,2,5,1,6,,1.59,0.48,-0.48,43.5
16,CU,2024-10-03,77.5,2.3,5.75,"Quintana, Jose",661388,500779,,swinging_strike,,,,,14,William Contreras flies out sharply to center fielder Tyrone Taylor.,F,R,L,MIL,NYM,S,,,0,0,2024,-0.43,-0.66,1.31,1.5,,,,0,6,Bot,,,,,,,-1.3294157480549358,-112.92276944445705,-0.9355569543080884,-3.407381165871366,20.848907328341287,-37.895343753082656,3.49,1.66,,,,77.9,2272,6.5,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.98,,,,,,,,42,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,309,0.0,-0.033,73.3,9.1,,0.033,,0,0,0.574,0.574,35,26,35,27,3,2,5,1,6,,4.45,-0.43,0.43,42.2
233,FF,2024-10-03,99.8,-0.14,6.51,"Megill, Trevor",607043,656730,field_out,hit_into_play,,,,,6,Brandon Nimmo flies out to right fielder Sal Frelick.,F,L,R,MIL,NYM,X,9,fly_ball,0,0,2024,-0.52,1.54,0.5,2.71,,,,2,6,Top,171.63,92.72,,,,,2.994862550838979,-145.1775099430465,-8.736011168207417,-8.123558643482697,34.74884978018451,-8.567835785754138,3.47,1.73,287,84.3,42,100.3,2459,6.6,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.85,0.001,0.0,0.0,1,0,0,3,41,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,197,0.016,-0.099,77.4,7.3,0.001,0.099,88.0,0,0,0.558,0.442,30,31,31,31,1,2,1,1,,2,0.76,0.52,-0.52,54.6
237,KC,2024-10-03,88.1,-0.25,6.49,"Megill, Trevor",668901,656730,strikeout,swinging_strike,,,,,14,Mark Vientos strikes out swinging.,F,R,R,MIL,NYM,S,2,,1,2,2024,0.23,-0.6,0.44,1.12,,,,1,6,Top,,,,,,,1.2155074738795153,-128.1554665634642,-5.654764221051209,2.242257093254562,28.61928386713056,-37.73077764920747,3.61,1.68,,,,88.0,2915,6.4,775337,596142,656555,668930,687401,642715,694192,663368,686217,54.09,,0.0,0.0,1,0,0,,40,4,Knuckle Curve,0,0,0,0,0,0,0,0,Strategic,Strategic,20,0.025,-0.115,70.9,8.5,,0.115,,0,0,0.533,0.467,30,24,31,25,1,2,1,1,,2,3.56,-0.23,-0.23,51.9
246,KC,2024-10-03,86.0,-0.3,6.48,"Megill, Trevor",668901,656730,,swinging_strike,,,,,9,Mark Vientos strikes out swinging.,F,R,R,MIL,NYM,S,,,1,1,2024,0.53,-0.67,0.77,1.61,,,,1,6,Top,,,,,,,1.486299101615298,-125.30371085877736,-3.957844875996293,5.264062731594401,25.29730160884701,-38.6583603603913,3.61,1.68,,,,86.4,2844,6.4,775337,596142,656555,668930,687401,642715,694192,663368,686217,54.06,,,,,,,,40,3,Knuckle Curve,0,0,0,0,0,0,0,0,Strategic,Strategic,30,0.0,-0.039,71.1,8.9,,0.039,,0,0,0.533,0.467,30,24,31,25,1,2,1,1,,2,3.74,-0.53,-0.53,53.2
256,KC,2024-10-03,88.4,-0.2,6.48,"Megill, Trevor",668901,656730,,ball,,,,,14,Mark Vientos strikes out swinging.,F,R,R,MIL,NYM,B,,,0,1,2024,0.6,-0.41,1.19,1.33,,,,1,6,Top,,,,,,,2.1352816346116423,-128.67349881718573,-5.669660707302309,6.2356470193742615,26.695771670227767,-35.7324330557872,3.66,1.67,,,,88.9,2872,6.6,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.93,,,,,,,,40,2,Knuckle Curve,0,0,0,0,0,0,0,0,Strategic,Strategic,10,0.0,0.015,,,,-0.015,,0,0,0.533,0.467,30,24,31,25,1,2,1,1,,2,3.32,-0.6,-0.6,54.1
266,FF,2024-10-03,99.4,-0.09,6.5,"Megill, Trevor",668901,656730,,called_strike,,,,,9,Mark Vientos strikes out swinging.,F,R,R,MIL,NYM,S,,,0,0,2024,-0.47,1.54,0.39,2.04,,,,1,6,Top,,,,,,,2.4251297516352945,-144.3453070895596,-10.413412632043295,-7.103381033627143,35.00689243097453,-8.374648489645267,3.79,1.73,,,,99.6,2461,6.6,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.89,,,,,,,,40,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Strategic,198,0.0,-0.023,,,,0.023,,0,0,0.533,0.467,30,24,31,25,1,2,1,1,,2,0.78,0.47,0.47,52.5
270,FF,2024-10-03,98.5,-0.32,6.48,"Megill, Trevor",596019,656730,field_out,hit_into_play,,,,,5,Francisco Lindor flies out to right fielder Sal Frelick.,F,L,R,MIL,NYM,X,9,fly_ball,1,0,2024,-0.77,1.48,-0.27,2.1,,,,0,6,Top,165.52,62.7,,,,,1.93925428911672,-143.13634962684364,-9.878467740110269,-10.991741904894123,33.424802070447875,-9.741844148429768,3.31,1.51,350,94.8,37,98.8,2541,6.6,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.94,0.054,0.082,0.0,1,0,0,3,39,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,206,0.033,-0.262,75.9,8.2,0.166,0.262,94.8,0,0,0.5,0.5,30,30,31,31,1,2,1,1,,2,0.88,0.77,-0.77,50.5
286,FF,2024-10-03,99.8,-0.25,6.59,"Megill, Trevor",596019,656730,,ball,,,,,11,Francisco Lindor flies out to right fielder Sal Frelick.,F,L,R,MIL,NYM,B,,,0,0,2024,-0.77,1.61,-1.03,3.04,,,,0,6,Top,,,,,,,-0.3072090112387117,-145.1484663334847,-8.189964379548291,-10.81091430825991,35.02739271195561,-7.657920217950802,3.36,1.62,,,,100.0,2566,6.5,775337,596142,656555,668930,687401,642715,694192,663368,686217,54.0,,,,,,,,39,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,201,0.0,0.034,,,,-0.034,,0,0,0.5,0.5,30,30,31,31,1,2,1,1,,2,0.68,0.77,-0.77,52.6
17,CH,2024-10-03,84.7,2.3,5.62,"Quintana, Jose",663368,500779,field_out,hit_into_play,,,,,14,"Blake Perkins grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",F,R,L,MIL,NYM,X,6,ground_ball,3,2,2024,1.32,0.11,1.21,1.31,,694192,,2,5,Bot,111.53,156.71,,,,,-5.177771903101046,-123.17926845772932,-3.908696202544725,14.458446761158172,24.83931273304356,-30.50291241541445,3.4,1.62,3,88.7,-20,84.7,1257,6.3,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.17,0.071,0.085,0.0,1,0,0,2,38,9,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,120,-0.047,-0.329,60.4,8.1,0.078,0.329,88.7,0,0,0.547,0.547,35,27,35,28,3,2,5,1,6,,3.08,1.32,-1.32,44.0
18,CU,2024-10-03,77.3,2.16,5.69,"Quintana, Jose",663368,500779,,foul,,,,,14,"Blake Perkins grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",F,R,L,MIL,NYM,S,,,3,2,2024,-0.71,-0.9,0.79,1.33,,694192,,2,5,Bot,,,,,,,-1.6367882132087213,-112.59705326080945,-0.7033647881781528,-5.7752367565279865,20.562345997555884,-39.91179838618025,3.4,1.62,212,73.6,33,77.4,2330,6.3,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.17,,,,,,,,38,8,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,303,0.0,0.0,67.2,7.6,,0.0,88.0,0,0,0.547,0.547,35,27,35,28,3,2,5,1,6,,4.71,-0.71,0.71,46.6
19,FF,2024-10-03,90.6,2.17,5.59,"Quintana, Jose",663368,500779,,foul,,,,,11,"Blake Perkins grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",F,R,L,MIL,NYM,S,,,3,2,2024,0.24,1.2,-0.88,2.96,,694192,,2,5,Bot,,,,,,,-8.175652525748838,-131.66067472398154,-3.218586996955101,4.507616868039934,28.029321586208148,-17.70507420591807,3.4,1.62,376,102.7,29,91.1,2072,6.7,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.8,,,,,,,,38,7,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,155,0.0,0.0,69.4,7.6,,0.0,102.7,0,0,0.547,0.547,35,27,35,28,3,2,5,1,6,,1.58,0.24,-0.24,42.6
20,CU,2024-10-03,76.4,2.16,5.71,"Quintana, Jose",663368,500779,,ball,,,,,12,"Blake Perkins grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",F,R,L,MIL,NYM,B,,,2,2,2024,-0.64,-0.72,1.58,3.5,,,694192,2,5,Bot,,,,,,,-0.0625748773374515,-111.17077281909606,3.687492353078685,-5.285364231580005,19.605319980291508,-39.00473676301432,3.33,1.55,,,,76.8,2132,6.6,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.95,,,,,,,,38,6,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,303,0.016,0.072,,,,-0.072,,0,0,0.531,0.531,35,27,35,28,3,2,5,1,6,,4.62,-0.64,0.64,47.4
21,FF,2024-10-03,91.3,2.09,5.61,"Quintana, Jose",663368,500779,,foul,,,,,11,"Blake Perkins grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",F,R,L,MIL,NYM,S,,,2,2,2024,0.23,1.39,-1.68,2.69,,,694192,2,5,Bot,,,,,,,-10.03479417584144,-132.51169956444596,-4.429448345777782,4.890753329404719,29.307550714007174,-15.068639691236156,3.4,1.62,,,,91.7,2159,6.7,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.76,,,,,,,,38,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,153,0.0,0.0,61.1,6.2,,0.0,,0,0,0.531,0.531,35,27,35,28,3,2,5,1,6,,1.37,0.23,-0.23,42.3
22,FF,2024-10-03,90.6,2.21,5.66,"Quintana, Jose",663368,500779,,ball,,,,,11,"Blake Perkins grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",F,R,L,MIL,NYM,B,,,1,2,2024,0.46,1.28,-0.19,4.11,,,694192,2,5,Bot,,,,,,,-7.025807281744154,-131.8198981246433,-0.6913454242670779,6.831843901105706,28.216832283198148,-17.31629887153305,3.33,1.61,,,,91.2,2093,6.7,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.83,,,,,,,,38,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,147,0.0,0.032,,,,-0.032,,0,0,0.531,0.531,35,27,35,28,3,2,5,1,6,,1.5,0.46,-0.46,44.6
23,CH,2024-10-03,86.2,2.18,5.63,"Quintana, Jose",663368,500779,,swinging_strike,,,,,8,"Blake Perkins grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",F,R,L,MIL,NYM,S,,,1,1,2024,1.09,0.13,0.24,1.88,,,694192,2,5,Bot,,,,,,,-6.805475544348212,-125.3295378298013,-2.950881189798648,12.835517821176618,25.54829673520577,-30.370766925411417,3.4,1.62,,,,86.0,1303,6.2,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.28,,,,,,,,38,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,130,0.0,-0.05,73.1,8.2,,0.05,,0,0,0.531,0.531,35,27,35,28,3,2,5,1,6,,2.94,1.09,-1.09,42.4
24,CH,2024-10-03,85.7,2.2,5.57,"Quintana, Jose",663368,500779,,called_strike,,,,,13,"Blake Perkins grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",F,R,L,MIL,NYM,S,,,1,0,2024,1.34,0.24,-0.06,1.34,,,694192,2,5,Bot,,,,,,,-8.088813259383103,-124.4921191584692,-4.17380776958058,15.556129866439615,26.002662491515412,-28.98394437577503,3.46,1.5,,,,85.9,1407,6.6,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.91,,,,,,,,38,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,123,0.0,-0.04,,,,0.04,,0,0,0.531,0.531,35,27,35,28,3,2,5,1,6,,2.88,1.34,-1.34,39.5
25,FF,2024-10-03,89.8,2.05,5.66,"Quintana, Jose",663368,500779,,ball,,,,,11,"Blake Perkins grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",F,R,L,MIL,NYM,B,,,0,0,2024,0.17,1.31,-1.39,2.83,,,694192,2,5,Bot,,,,,,,-8.944286968046685,-130.56905205295303,-3.831754867069373,3.791486849019113,26.835874462809937,-16.588137660743804,3.39,1.61,,,,90.6,2064,6.8,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.74,,,,,,,,38,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,157,0.0,0.028,,,,-0.028,,0,0,0.531,0.531,35,27,35,28,3,2,5,1,6,,1.52,0.17,-0.17,42.2
26,CU,2024-10-03,77.8,2.11,5.66,"Quintana, Jose",694192,500779,walk,blocked_ball,,,,,14,Jackson Chourio walks.,F,R,L,MIL,NYM,B,,,3,1,2024,-0.5,-0.69,0.07,0.46,,,,2,5,Bot,,,,,,,-3.498802450799801,-113.2472070657883,-3.0240150932410867,-3.6296746665782953,20.908428046548927,-37.72450437252628,3.23,1.56,,,,78.5,2239,6.8,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.72,,0.689131,0.7,1,0,0,,37,5,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,315,0.017,0.069,,,,-0.069,,0,0,0.514,0.514,35,20,35,20,3,2,5,1,6,,4.45,-0.5,0.5,47.0
27,SI,2024-10-03,90.5,2.28,5.51,"Quintana, Jose",694192,500779,,called_strike,,,,,8,Jackson Chourio walks.,F,R,L,MIL,NYM,S,,,3,0,2024,1.11,1.13,0.06,1.98,,,,2,5,Bot,,,,,,,-7.940048821882507,-131.50253499573728,-5.257176977175769,14.652817185436982,29.241055390193793,-18.159501510589937,3.35,1.56,,,,90.6,2141,6.5,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.98,,,,,,,,37,4,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,152,0.0,-0.022,,,,0.022,,0,0,0.514,0.514,35,20,35,20,3,2,5,1,6,,1.68,1.11,-1.11,40.1
28,CU,2024-10-03,76.6,2.3,5.72,"Quintana, Jose",694192,500779,,ball,,,,,14,Jackson Chourio walks.,F,R,L,MIL,NYM,B,,,2,0,2024,-0.51,-0.54,1.36,1.73,,,,2,5,Bot,,,,,,,-1.0673964765992745,-111.57234224982396,-0.4401675491012811,-4.060375381601958,20.30750663181228,-36.787674941543024,3.29,1.56,,,,76.7,2235,6.3,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.17,,,,,,,,37,3,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,307,0.0,0.042,,,,-0.042,,0,0,0.514,0.514,35,20,35,20,3,2,5,1,6,,4.42,-0.51,0.51,41.9
31,CH,2024-10-03,85.2,2.11,5.67,"Quintana, Jose",694192,500779,,ball,,,,,14,Jackson Chourio walks.,F,R,L,MIL,NYM,B,,,1,0,2024,1.19,0.2,0.38,1.09,,,,2,5,Bot,,,,,,,-6.448650181567676,-123.8509763977392,-4.8268619994490525,13.528487399496592,25.539950507682548,-29.331686324014736,3.23,1.56,,,,85.0,1248,6.3,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.2,,,,,,,,37,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,54,0.0,0.026,,,,-0.026,,0,0,0.514,0.514,35,20,35,20,3,2,5,1,6,,2.96,1.19,-1.19,39.3
33,CH,2024-10-03,85.1,2.11,5.67,"Quintana, Jose",694192,500779,,ball,,,,,14,Jackson Chourio walks.,F,R,L,MIL,NYM,B,,,0,0,2024,1.3,0.22,1.73,1.1,,,,2,5,Bot,,,,,,,-3.518208870740873,-123.75164043690108,-4.824097198633025,14.051249740711812,26.176856056692436,-29.112160691717783,3.35,1.62,,,,85.2,1246,6.5,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.96,,,,,,,,37,1,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,120,0.0,0.015,,,,-0.015,,0,0,0.514,0.514,35,20,35,20,3,2,5,1,6,,2.95,1.3,-1.3,42.4
35,SI,2024-10-03,90.7,2.08,5.62,"Quintana, Jose",668930,500779,field_out,hit_into_play,,,,,4,"Brice Turang grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",F,L,L,MIL,NYM,X,6,ground_ball,2,1,2024,1.06,1.03,-0.67,2.19,,,,1,5,Bot,111.53,154.16,,,,,-9.185909572486612,-131.74885857674514,-4.85696451268947,14.23944309713198,27.29489214087334,-19.300984647542492,3.31,1.56,13,96.5,-9,91.2,2134,6.6,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.86,0.223,0.244,0.0,1,0,0,2,36,4,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,159,-0.022,-0.191,68.4,6.6,0.256,0.191,96.5,0,0,0.536,0.536,35,24,35,25,2,1,5,1,6,,1.74,1.06,1.06,42.9
37,SI,2024-10-03,90.3,2.3,5.6,"Quintana, Jose",668930,500779,,ball,,,,,12,"Brice Turang grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",F,L,L,MIL,NYM,B,,,1,1,2024,1.19,0.94,1.27,2.92,,,,1,5,Bot,,,,,,,-5.142621486838744,-131.44860034738684,-2.7480745109287574,14.925255481061455,27.942590197704288,-20.9331156401696,3.49,1.73,,,,90.8,2017,6.6,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.93,,,,,,,,36,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,146,0.0,0.037,,,,-0.037,,0,0,0.536,0.536,35,24,35,25,2,1,5,1,6,,1.86,1.19,1.19,42.5
38,SI,2024-10-03,90.2,1.98,5.62,"Quintana, Jose",668930,500779,,ball,,,,,11,"Brice Turang grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",F,L,L,MIL,NYM,B,,,0,1,2024,1.24,0.79,-0.93,3.06,,,,1,5,Bot,,,,,,,-9.94247300995133,-130.95785279311443,-2.0557200853702415,16.366868888494164,28.236902351645547,-22.87769715070031,3.49,1.73,,,,90.7,1956,6.8,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.71,,,,,,,,36,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,158,0.0,0.015,,,,-0.015,,0,0,0.536,0.536,35,24,35,25,2,1,5,1,6,,2.03,1.24,1.24,43.7
40,SI,2024-10-03,90.5,2.11,5.63,"Quintana, Jose",668930,500779,,foul,,,,,2,"Brice Turang grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",F,L,L,MIL,NYM,S,,,0,0,2024,1.13,1.0,-0.09,3.16,,,,1,5,Bot,,,,,,,-7.957890772838389,-131.47450383165292,-2.302734839200343,14.85281239242833,29.7846533404341,-20.3123398172977,3.31,1.56,258,82.9,45,90.6,2137,6.6,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.87,,,,,,,,36,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,160,0.0,-0.023,68.9,6.0,,0.023,88.0,0,0,0.536,0.536,35,24,35,25,2,1,5,1,6,,1.81,1.13,1.13,43.3
42,FF,2024-10-03,91.6,2.07,5.64,"Quintana, Jose",687401,500779,field_out,hit_into_play,,,,,4,"Joey Ortiz grounds out, third baseman Mark Vientos to first baseman Pete Alonso.",F,R,L,MIL,NYM,X,5,ground_ball,1,2,2024,0.39,1.36,-0.47,2.66,,,,0,5,Bot,101.66,153.16,,,,,-7.305234280406437,-133.19883029801915,-4.633506009170739,6.208229062884224,28.617649765515573,-15.187794725117568,3.35,1.48,10,86.3,-15,92.2,2157,6.7,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.8,0.069,0.078,0.0,1,0,0,2,35,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,157,-0.029,-0.167,73.1,7.2,0.069,0.167,88.0,0,0,0.565,0.565,35,25,35,26,2,1,5,1,6,,1.36,0.39,-0.39,43.9
